case,time_s,probe,x,y,u,v,speed
single,34.70000000,Q3,6.0,-0.75,0.8913720942,0.01625071574,0.8915202163
single,34.70000000,Q4,8.0,0.0,0.6360616239,0.3030697511,0.7045748104
single,34.70000000,Q5,10.0,1.0,1.053690724,-0.1765309769,1.068376024
single,34.70000000,Q6,12.0,-1.0,0.940789545,-0.02167571011,0.9410392151
single,34.75000000,Q1,2.0,0.0,-0.2236697847,-0.01844996764,0.2244294408
single,34.75000000,Q2,4.0,0.75,0.9809637024,-0.2126939108,1.003757184
single,34.75000000,Q3,6.0,-0.75,0.8781921104,-0.001541162702,0.8781934628
single,34.75000000,Q4,8.0,0.0,0.6435689566,0.3037467345,0.7116481439
single,34.75000000,Q5,10.0,1.0,1.055124552,-0.1755469892,1.069628237
single,34.75000000,Q6,12.0,-1.0,0.9334120123,-0.0282655449,0.9338398823
single,34.80000000,Q1,2.0,0.0,-0.2228775734,-0.02712481834,0.2245220891
single,34.80000000,Q2,4.0,0.75,0.9783634113,-0.2032801457,0.9992586163
single,34.80000000,Q3,6.0,-0.75,0.8647025352,-0.01875508563,0.8649059068
single,34.80000000,Q4,8.0,0.0,0.6501872572,0.3044271793,0.717927139
single,34.80000000,Q5,10.0,1.0,1.055987812,-0.1738613836,1.070204672
single,34.80000000,Q6,12.0,-1.0,0.9260007137,-0.03462554166,0.9266478565
single,34.85000000,Q1,2.0,0.0,-0.2220979226,-0.03582987365,0.2249694804
single,34.85000000,Q2,4.0,0.75,0.9751611692,-0.1933618447,0.9941469252
single,34.85000000,Q3,6.0,-0.75,0.8506132576,-0.03616344713,0.8513816471
single,34.85000000,Q4,8.0,0.0,0.6566122175,0.3048149721,0.7239142017
single,34.85000000,Q5,10.0,1.0,1.056609332,-0.1717701841,1.070480396
single,34.85000000,Q6,12.0,-1.0,0.9183997878,-0.04101975978,0.9193153925
single,34.90000000,Q1,2.0,0.0,-0.2213308323,-0.04456513356,0.2257728692
single,34.90000000,Q2,4.0,0.75,0.9713569762,-0.1829390081,0.9884336376
single,34.90000000,Q3,6.0,-0.75,0.8359242779,-0.0537662472,0.8376516028
single,34.90000000,Q4,8.0,0.0,0.6628438375,0.3049101128,0.7296109442
single,34.90000000,Q5,10.0,1.0,1.056989113,-0.1692733905,1.070457597
single,34.90000000,Q6,12.0,-1.0,0.9106092345,-0.04744819925,0.9118445644
single,34.95000000,Q1,2.0,0.0,-0.2205763026,-0.05333059808,0.2269318354
single,34.95000000,Q2,4.0,0.75,0.9669508322,-0.1720116357,0.9821313123
single,34.95000000,Q3,6.0,-0.75,0.8206355958,-0.07156348584,0.8237500311
single,34.95000000,Q4,8.0,0.0,0.6688821172,0.3047126016,0.7350190857
single,34.95000000,Q5,10.0,1.0,1.057127155,-0.166371003,1.070138838
single,34.95000000,Q6,12.0,-1.0,0.902629054,-0.05391086007,0.9042375738
single,35.00000000,Q1,2.0,0.0,-0.2198343333,-0.06212626719,0.2284443196
single,35.00000000,Q2,4.0,0.75,0.9619427372,-0.1605797275,0.9752536483
single,35.00000000,Q3,6.0,-0.75,0.8047472116,-0.08955516304,0.8097148892
single,35.00000000,Q4,8.0,0.0,0.6747270566,0.3042224384,0.7401404549
single,35.00000000,Q5,10.0,1.0,1.057023458,-0.1630630214,1.069527063
single,35.00000000,Q6,12.0,-1.0,0.894459246,-0.06040774225,0.8964967586
single,35.05000000,Q1,2.0,0.0,-0.2191049244,-0.07095214091,0.230306696
single,35.05000000,Q2,4.0,0.75,0.9563326913,-0.1486432837,0.9678156034
single,35.05000000,Q3,6.0,-0.75,0.7882591251,-0.1077412788,0.7955882298
single,35.05000000,Q4,8.0,0.0,0.6803786557,0.3034396232,0.7449769929
single,35.05000000,Q5,10.0,1.0,1.056678021,-0.1593494459,1.068625606
single,35.05000000,Q6,12.0,-1.0,0.8860998108,-0.06693884579,0.8886246022
single,35.10000000,Q1,2.0,0.0,-0.2185034589,-0.07939751881,0.2324816715
single,35.10000000,Q2,4.0,0.75,0.9501797867,-0.1367490387,0.959969753
single,35.10000000,Q3,6.0,-0.75,0.7722702668,-0.1243773297,0.7822218899
single,35.10000000,Q4,8.0,0.0,0.6851995674,0.3023685757,0.7489493993
single,35.10000000,Q5,10.0,1.0,1.055577226,-0.1548558383,1.06687563
single,35.10000000,Q6,12.0,-1.0,0.8780243073,-0.07296737001,0.8810510322
single,35.15000000,Q1,2.0,0.0,-0.2179553581,-0.08772786053,0.2349483255
single,35.15000000,Q2,4.0,0.75,0.9434458286,-0.124543606,0.95163078
single,35.15000000,Q3,6.0,-0.75,0.7560703337,-0.14059089,0.7690306547
single,35.15000000,Q4,8.0,0.0,0.6896017463,0.3010064392,0.7524330169
single,35.15000000,Q5,10.0,1.0,1.054053054,-0.14982422,1.064647894
single,35.15000000,Q6,12.0,-1.0,0.8699266468,-0.07884028051,0.873491935
single,35.20000000,Q1,2.0,0.0,-0.2174543022,-0.09596566109,0.2376884129
single,35.20000000,Q2,4.0,0.75,0.9361275805,-0.1119970399,0.9428033644
single,35.20000000,Q3,6.0,-0.75,0.7395991351,-0.1564775103,0.7559709596
single,35.20000000,Q4,8.0,0.0,0.6936201015,0.2993529717,0.7554608175
single,35.20000000,Q5,10.0,1.0,1.052133638,-0.1442750996,1.061979518
single,35.20000000,Q6,12.0,-1.0,0.8617808912,-0.08458697911,0.8659222029
single,35.25000000,Q1,2.0,0.0,-0.2170002911,-0.1041109205,0.2406827998
single,35.25000000,Q2,4.0,0.75,0.9282250422,-0.09910934022,0.9335011464
single,35.25000000,Q3,6.0,-0.75,0.7228566707,-0.1720371906,0.7430468097
single,35.25000000,Q4,8.0,0.0,0.6972546328,0.2974081731,0.7580340655
single,35.25000000,Q5,10.0,1.0,1.049818978,-0.1382084772,1.058877457
single,35.25000000,Q6,12.0,-1.0,0.8535870405,-0.09020746581,0.8583403886
single,35.30000000,Q1,2.0,0.0,-0.2165933249,-0.1121636388,0.2439125873
single,35.30000000,Q2,4.0,0.75,0.9197382139,-0.085880507,0.923739056
single,35.30000000,Q3,6.0,-0.75,0.7058429407,-0.1872699309,0.7302631608
single,35.30000000,Q4,8.0,0.0,0.7005053404,0.2951720434,0.7601541075
single,35.30000000,Q5,10.0,1.0,1.047109073,-0.1316243528,1.055349412
single,35.30000000,Q6,12.0,-1.0,0.8453450949,-0.09570174063,0.8507450574
single,35.35000000,Q1,2.0,0.0,-0.2162334036,-0.1201238159,0.2473592852
single,35.35000000,Q2,4.0,0.75,0.9106670955,-0.07231054024,0.9135334548
single,35.35000000,Q3,6.0,-0.75,0.6885579451,-0.2021757312,0.7176259959
single,35.35000000,Q4,8.0,0.0,0.7033722242,0.2926445826,0.7618223792
single,35.35000000,Q5,10.0,1.0,1.044003924,-0.1245227264,1.051403872
single,35.35000000,Q6,12.0,-1.0,0.8370550542,-0.1010698035,0.8431347869
single,35.40000000,Q1,2.0,0.0,-0.2160000024,-0.1276711413,0.2509101858
single,35.40000000,Q2,4.0,0.75,0.9012093356,-0.05901113141,0.9031392917
single,35.40000000,Q3,6.0,-0.75,0.6723053145,-0.2153013799,0.7059384676
single,35.40000000,Q4,8.0,0.0,0.7055158643,0.2892499341,0.7625078092
single,35.40000000,Q5,10.0,1.0,1.040240334,-0.1168106903,1.046778243
single,35.40000000,Q6,12.0,-1.0,0.829203597,-0.1058681117,0.8359346041
single,35.45000000,Q1,2.0,0.0,-0.2158649709,-0.1349190705,0.2545600936
single,35.45000000,Q2,4.0,0.75,0.8912949263,-0.04576561669,0.892469124
single,35.45000000,Q3,6.0,-0.75,0.6566232972,-0.2271616109,0.694806845
single,35.45000000,Q4,8.0,0.0,0.7070564848,0.2851920688,0.7624063148
single,35.45000000,Q5,10.0,1.0,1.035911527,-0.1085211527,1.041580305
single,35.45000000,Q6,12.0,-1.0,0.8216183395,-0.1102537698,0.8289828645
single,35.50000000,Q1,2.0,0.0,-0.2158070464,-0.1419532982,0.2583087691
single,35.50000000,Q2,4.0,0.75,0.8808709893,-0.03241034615,0.881467033
single,35.50000000,Q3,6.0,-0.75,0.6411631241,-0.2381452118,0.6839614709
single,35.50000000,Q4,8.0,0.0,0.7080848929,0.2806250495,0.761665697
single,35.50000000,Q5,10.0,1.0,1.03108792,-0.09967897001,1.035894876
single,35.50000000,Q6,12.0,-1.0,0.8141690776,-0.1143454421,0.8221594535
single,35.55000000,Q1,2.0,0.0,-0.2158262291,-0.1487738245,0.2621347212
single,35.55000000,Q2,4.0,0.75,0.8699375245,-0.01894531979,0.8701437937
single,35.55000000,Q3,6.0,-0.75,0.6259247952,-0.2482521826,0.6733579995
single,35.55000000,Q4,8.0,0.0,0.7086010887,0.2755488763,0.7602911851
single,35.55000000,Q5,10.0,1.0,1.025769511,-0.09028414212,1.029735071
single,35.55000000,Q6,12.0,-1.0,0.806855811,-0.1181431284,0.8154594401
single,35.60000000,Q1,2.0,0.0,-0.2159225189,-0.1553806494,0.2660181956
single,35.60000000,Q2,4.0,0.75,0.858494532,-0.00537053762,0.8585113302
single,35.60000000,Q3,6.0,-0.75,0.6109083106,-0.2574825231,0.6629526482
single,35.60000000,Q4,8.0,0.0,0.7086050721,0.2699635491,0.7582885111
single,35.60000000,Q5,10.0,1.0,1.019956301,-0.08033666905,1.023115261
single,35.60000000,Q6,12.0,-1.0,0.7996785398,-0.1216468288,0.8088780613
single,35.65000000,Q1,2.0,0.0,-0.2160959158,-0.1617737728,0.2699411017
single,35.65000000,Q2,4.0,0.75,0.8465420117,0.008314000372,0.8465828372
single,35.65000000,Q3,6.0,-0.75,0.5961136702,-0.2658362335,0.6527023907
single,35.65000000,Q4,8.0,0.0,0.7080968431,0.263869068,0.7556639625
single,35.65000000,Q5,10.0,1.0,1.013648291,-0.06983655081,1.01605118
single,35.65000000,Q6,12.0,-1.0,0.7926372641,-0.1248565433,0.8024107358
single,35.70000000,Q1,2.0,0.0,-0.2163625491,-0.167727724,0.2737614693
single,35.70000000,Q2,4.0,0.75,0.8342088526,0.02159373404,0.8344882858
single,35.70000000,Q3,6.0,-0.75,0.5823292247,-0.2727167144,0.6430254523
single,35.70000000,Q4,8.0,0.0,0.7070756596,0.2567708141,0.7522547703
single,35.70000000,Q5,10.0,1.0,1.006853103,-0.05894519262,1.008577071
single,35.70000000,Q6,12.0,-1.0,0.7859946229,-0.1275749296,0.7962806729
single,35.75000000,Q1,2.0,0.0,-0.2167242688,-0.1732166413,0.2774408289
single,35.75000000,Q2,4.0,0.75,0.8215098386,0.03440964241,0.8222301615
single,35.75000000,Q3,6.0,-0.75,0.5696453995,-0.2780555346,0.6338854483
single,35.75000000,Q4,8.0,0.0,0.7055414365,0.2486120539,0.748061944
single,35.75000000,Q5,10.0,1.0,0.9995716132,-0.04768110797,1.000708198
single,35.75000000,Q6,12.0,-1.0,0.7797807414,-0.1297793524,0.7905066002
single,35.80000000,Q1,2.0,0.0,-0.2171712699,-0.1783775909,0.2810372314
single,35.80000000,Q2,4.0,0.75,0.8083666164,0.04707453309,0.8097361287
single,35.80000000,Q3,6.0,-0.75,0.5575829461,-0.2822153746,0.6249354043
single,35.80000000,Q4,8.0,0.0,0.703494625,0.2396934723,0.7432076749
single,35.80000000,Q5,10.0,1.0,0.9917991858,-0.03594617656,0.9924503779
single,35.80000000,Q6,12.0,-1.0,0.773835958,-0.1315897783,0.7849445584
single,35.85000000,Q1,2.0,0.0,-0.2177035522,-0.183210573,0.2845363785
single,35.85000000,Q2,4.0,0.75,0.7947791859,0.05958840608,0.7970098697
single,35.85000000,Q3,6.0,-0.75,0.5461418646,-0.2851962343,0.616123225
single,35.85000000,Q4,8.0,0.0,0.7009352249,0.2300150693,0.7377107303
single,35.85000000,Q5,10.0,1.0,0.9835358212,-0.0237403984,0.9838223001
single,35.85000000,Q6,12.0,-1.0,0.7681602727,-0.1330062075,0.7795901845
single,35.90000000,Q1,2.0,0.0,-0.2183211158,-0.1877155876,0.2879257741
single,35.90000000,Q2,4.0,0.75,0.7807475472,0.07195126137,0.7840559396
single,35.90000000,Q3,6.0,-0.75,0.5353221549,-0.2869981137,0.6074024422
single,35.90000000,Q4,8.0,0.0,0.6978632364,0.219576845,0.7315921593
single,35.90000000,Q5,10.0,1.0,0.9747815194,-0.01106377349,0.9748443043
single,35.90000000,Q6,12.0,-1.0,0.7627536854,-0.1340286398,0.7744397078
single,35.95000000,Q1,2.0,0.0,-0.2190239606,-0.1918926346,0.2911945716
single,35.95000000,Q2,4.0,0.75,0.7662717003,0.08416309897,0.7708798518
single,35.95000000,Q3,6.0,-0.75,0.5251238171,-0.2876210129,0.5987327203
single,35.95000000,Q4,8.0,0.0,0.6942786595,0.2083787992,0.7248755624
single,35.95000000,Q5,10.0,1.0,0.9655362803,0.002083698164,0.9655385287
single,35.95000000,Q6,12.0,-1.0,0.7576161963,-0.1346570754,0.7694899796
single,36.00000000,Q1,2.0,0.0,-0.2197678353,-0.1956145053,0.2942157985
single,36.00000000,Q2,4.0,0.75,0.7515621912,0.0958309114,0.7576472074
single,36.00000000,Q3,6.0,-0.75,0.5156173688,-0.2871339847,0.5901755638
single,36.00000000,Q4,8.0,0.0,0.690398864,0.1963625349,0.7177804933
single,36.00000000,Q5,10.0,1.0,0.9559105109,0.01543205784,0.956035069
single,36.00000000,Q6,12.0,-1.0,0.7528040721,-0.1348853717,0.7647928049
single,36.05000000,Q1,2.0,0.0,-0.2205087853,-0.1987548444,0.2968629525
single,36.05000000,Q2,4.0,0.75,0.7368281533,0.1065643282,0.7444942468
single,36.05000000,Q3,6.0,-0.75,0.5068728546,-0.2856056188,0.5817995017
single,36.05000000,Q4,8.0,0.0,0.6864397616,0.1834700469,0.7105355757
single,36.05000000,Q5,10.0,1.0,0.9460138771,0.02871315815,0.9464495238
single,36.05000000,Q6,12.0,-1.0,0.7483732023,-0.1347074275,0.7604002504
single,36.10000000,Q1,2.0,0.0,-0.2213018568,-0.2014718921,0.2992748488
single,36.10000000,Q2,4.0,0.75,0.7218076799,0.1168522268,0.7312050121
single,36.10000000,Q3,6.0,-0.75,0.4988025547,-0.2829500175,0.5734672623
single,36.10000000,Q4,8.0,0.0,0.682130957,0.1697739776,0.7029408552
single,36.10000000,Q5,10.0,1.0,0.9357090395,0.04226281146,0.9366629873
single,36.10000000,Q6,12.0,-1.0,0.7442535942,-0.1341308837,0.7562436819
single,36.15000000,Q1,2.0,0.0,-0.2221470497,-0.2037656482,0.3014460998
single,36.15000000,Q2,4.0,0.75,0.7065007711,0.1266946074,0.7177707595
single,36.15000000,Q3,6.0,-0.75,0.4914064691,-0.2791671808,0.5651677917
single,36.15000000,Q4,8.0,0.0,0.6774724503,0.155274327,0.6950388748
single,36.15000000,Q5,10.0,1.0,0.9249959981,0.05608101777,0.9266944896
single,36.15000000,Q6,12.0,-1.0,0.7404452478,-0.1331557403,0.7523228138
single,36.20000000,Q1,2.0,0.0,-0.2230443641,-0.2056361128,0.3033727068
single,36.20000000,Q2,4.0,0.75,0.6909074269,0.1360914699,0.7041831869
single,36.20000000,Q3,6.0,-0.75,0.4846845979,-0.2742571087,0.5568986632
single,36.20000000,Q4,8.0,0.0,0.6724642415,0.1399710951,0.6868770367
single,36.20000000,Q5,10.0,1.0,0.9138747528,0.07016777709,0.9165645536
single,36.20000000,Q6,12.0,-1.0,0.7369481632,-0.1317819971,0.7486381569
single,36.25000000,Q1,2.0,0.0,-0.2239937999,-0.2070832859,0.3050519786
single,36.25000000,Q2,4.0,0.75,0.6750276473,0.1450428142,0.6904344593
single,36.25000000,Q3,6.0,-0.75,0.478636941,-0.2682198012,0.5486667322
single,36.25000000,Q4,8.0,0.0,0.6671063305,0.1238642819,0.6785080814
single,36.25000000,Q5,10.0,1.0,0.9023453038,0.08452308942,0.9062953161
single,36.25000000,Q6,12.0,-1.0,0.7337623403,-0.1300096544,0.7451910374
single,36.30000000,Q1,2.0,0.0,-0.2249508941,-0.2080631485,0.3064199382
single,36.30000000,Q2,4.0,0.75,0.6590821322,0.1533395148,0.6766847595
single,36.30000000,Q3,6.0,-0.75,0.4731916437,-0.2611911063,0.5404915593
single,36.30000000,Q4,8.0,0.0,0.6615251816,0.1070193935,0.670125896
single,36.30000000,Q5,10.0,1.0,0.8905672629,0.09889765497,0.8960417378
single,36.30000000,Q6,12.0,-1.0,0.7308898272,-0.1278708885,0.7419911749
single,36.35000000,Q1,2.0,0.0,-0.2257713432,-0.2084328385,0.3072734085
single,36.35000000,Q2,4.0,0.75,0.643787158,0.1603028586,0.6634447311
single,36.35000000,Q3,6.0,-0.75,0.4681155033,-0.2536119157,0.532401285
single,36.35000000,Q4,8.0,0.0,0.6561312316,0.08964902858,0.6622274092
single,36.35000000,Q5,10.0,1.0,0.8790586469,0.1124823769,0.8862259248
single,36.35000000,Q6,12.0,-1.0,0.7283372712,-0.1254701276,0.7390655814
single,36.40000000,Q1,2.0,0.0,-0.2265827993,-0.2083187329,0.307792884
single,36.40000000,Q2,4.0,0.75,0.6285091004,0.1665332409,0.6501976696
single,36.40000000,Q3,6.0,-0.75,0.463614813,-0.2450922129,0.5244128981
single,36.40000000,Q4,8.0,0.0,0.6505614046,0.07156512052,0.6544858346
single,36.40000000,Q5,10.0,1.0,0.8673612136,0.1259929893,0.8764643222
single,36.40000000,Q6,12.0,-1.0,0.7260987921,-0.1227149936,0.7363955632
single,36.45000000,Q1,2.0,0.0,-0.2273852625,-0.2077208319,0.3079805214
single,36.45000000,Q2,4.0,0.75,0.6132479594,0.1720306618,0.6369204097
single,36.45000000,Q3,6.0,-0.75,0.4596895728,-0.2356319978,0.5165626213
single,36.45000000,Q4,8.0,0.0,0.6448157006,0.05276766933,0.6469711853
single,36.45000000,Q5,10.0,1.0,0.855474963,0.1394294921,0.8667629409
single,36.45000000,Q6,12.0,-1.0,0.7241743899,-0.1196054867,0.7339850267
single,36.50000000,Q1,2.0,0.0,-0.2281787327,-0.2066391353,0.3078396763
single,36.50000000,Q2,4.0,0.75,0.598003735,0.1767951213,0.623590396
single,36.50000000,Q3,6.0,-0.75,0.4563397826,-0.2252312705,0.5088959839
single,36.50000000,Q4,8.0,0.0,0.6388941195,0.03325667501,0.6397590971
single,36.50000000,Q5,10.0,1.0,0.8433998953,0.1527918853,0.8571281955
single,36.50000000,Q6,12.0,-1.0,0.7225640645,-0.1161416066,0.7318385752
single,36.55000000,Q1,2.0,0.0,-0.2289632099,-0.2050736433,0.307374935
single,36.55000000,Q2,4.0,0.75,0.5827764272,0.1808266192,0.6101857343
single,36.55000000,Q3,6.0,-0.75,0.4535654425,-0.2138900308,0.5014683997
single,36.55000000,Q4,8.0,0.0,0.6327966613,0.01303213757,0.6329308423
single,36.55000000,Q5,10.0,1.0,0.8311360103,0.166080169,0.8475669237
single,36.55000000,Q6,12.0,-1.0,0.7212678161,-0.1123233536,0.7299615047
single,36.60000000,Q1,2.0,0.0,-0.2296066835,-0.2029417248,0.3064385302
single,36.60000000,Q2,4.0,0.75,0.5684019707,0.1837213807,0.59735613
single,36.60000000,Q3,6.0,-0.75,0.4512870072,-0.2021770539,0.4945053326
single,36.60000000,Q4,8.0,0.0,0.6270959607,-0.007273561008,0.6271381416
single,36.60000000,Q5,10.0,1.0,0.8194838036,0.1782799005,0.8386521492
single,36.60000000,Q6,12.0,-1.0,0.7202878739,-0.1083079136,0.7283853551
single,36.65000000,Q1,2.0,0.0,-0.2301221912,-0.2002515407,0.3050522946
single,36.65000000,Q2,4.0,0.75,0.5547978059,0.1855192839,0.5849940257
single,36.65000000,Q3,6.0,-0.75,0.4495123328,-0.1900361656,0.4880318449
single,36.65000000,Q4,8.0,0.0,0.6217354624,-0.02772287677,0.6223532302
single,36.65000000,Q5,10.0,1.0,0.8083642158,0.1894912694,0.8302768493
single,36.65000000,Q6,12.0,-1.0,0.7196240179,-0.1040797624,0.7271116311
single,36.70000000,Q1,2.0,0.0,-0.2305651168,-0.1970377581,0.3032888907
single,36.70000000,Q2,4.0,0.75,0.5416132246,0.1863897285,0.5727879328
single,36.70000000,Q3,6.0,-0.75,0.4482747919,-0.177228742,0.4820376708
single,36.70000000,Q4,8.0,0.0,0.6164749231,-0.04858111941,0.6183861706
single,36.70000000,Q5,10.0,1.0,0.7974414067,0.2001398752,0.8221731976
single,36.70000000,Q6,12.0,-1.0,0.7192753126,-0.09957295422,0.7261348005
single,36.75000000,Q1,2.0,0.0,-0.2309354604,-0.1933003769,0.3011581355
single,36.75000000,Q2,4.0,0.75,0.5288482268,0.1863327147,0.5607141228
single,36.75000000,Q3,6.0,-0.75,0.4475743844,-0.163754783,0.4765904515
single,36.75000000,Q4,8.0,0.0,0.611314343,-0.06984828894,0.6152918083
single,36.75000000,Q5,10.0,1.0,0.7867153764,0.2102257179,0.8143193083
single,36.75000000,Q6,12.0,-1.0,0.7192417581,-0.09478748898,0.7254608016
single,36.80000000,Q1,2.0,0.0,-0.2312332219,-0.1890393971,0.298671553
single,36.80000000,Q2,4.0,0.75,0.5165028125,0.1853482423,0.5487523359
single,36.80000000,Q3,6.0,-0.75,0.4474111102,-0.1496142887,0.4717638572
single,36.80000000,Q4,8.0,0.0,0.6062537219,-0.09152438534,0.6131233876
single,36.80000000,Q5,10.0,1.0,0.7761861248,0.2197487975,0.8066935195
single,36.80000000,Q6,12.0,-1.0,0.7195233544,-0.08972336671,0.7250959524
single,36.85000000,Q1,2.0,0.0,-0.231444724,-0.184260648,0.2958355061
single,36.85000000,Q2,4.0,0.75,0.5046656945,0.1834428419,0.5369718237
single,36.85000000,Q3,6.0,-0.75,0.4478105343,-0.1349140482,0.4676922867
single,36.85000000,Q4,8.0,0.0,0.6014179606,-0.113404003,0.6120163652
single,36.85000000,Q5,10.0,1.0,0.7659362084,0.2286167502,0.7993271507
single,36.85000000,Q6,12.0,-1.0,0.7201243679,-0.08441139225,0.7250547485
single,36.90000000,Q1,2.0,0.0,-0.2314436009,-0.1790179853,0.2925979827
single,36.90000000,Q2,4.0,0.75,0.4941565032,0.1806768495,0.5261509039
single,36.90000000,Q3,6.0,-0.75,0.4490088531,-0.120640701,0.4649334672
single,36.90000000,Q4,8.0,0.0,0.597961035,-0.1335893708,0.6127018193
single,36.90000000,Q5,10.0,1.0,0.7567283775,0.235976214,0.7926680332
single,36.90000000,Q6,12.0,-1.0,0.721084216,-0.079136176,0.7254136619
single,36.95000000,Q1,2.0,0.0,-0.2313245042,-0.1732710695,0.2890222998
single,36.95000000,Q2,4.0,0.75,0.484361312,0.1770050717,0.5156904846
single,36.95000000,Q3,6.0,-0.75,0.4508291487,-0.1060552257,0.4631356521
single,36.95000000,Q4,8.0,0.0,0.595018584,-0.153501974,0.6144997732
single,36.95000000,Q5,10.0,1.0,0.7479913101,0.2424663815,0.7863084294
single,36.95000000,Q6,12.0,-1.0,0.7223733739,-0.07368453658,0.7261216856
single,37.00000000,Q1,2.0,0.0,-0.231087434,-0.1670199006,0.2851263743
single,37.00000000,Q2,4.0,0.75,0.4752801206,0.1724275084,0.5055911775
single,37.00000000,Q3,6.0,-0.75,0.453271421,-0.09115762215,0.4623469403
single,37.00000000,Q4,8.0,0.0,0.5925906074,-0.1731418126,0.6173667591
single,37.00000000,Q5,10.0,1.0,0.7397250063,0.2480872529,0.7802181553
single,37.00000000,Q6,12.0,-1.0,0.7239918417,-0.06805647398,0.7271835191
single,37.05000000,Q1,2.0,0.0,-0.2307323902,-0.1602644785,0.2809308437
single,37.05000000,Q2,4.0,0.75,0.4669129292,0.1669441598,0.4958609039
single,37.05000000,Q3,6.0,-0.75,0.4563356701,-0.0759478905,0.4626125007
single,37.05000000,Q4,8.0,0.0,0.5906771054,-0.1925088866,0.6212560778
single,37.05000000,Q5,10.0,1.0,0.7319294659,0.2528388281,0.7743695604
single,37.05000000,Q6,12.0,-1.0,0.7259396192,-0.0622519882,0.7286038984
single,37.10000000,Q1,2.0,0.0,-0.2302593729,-0.1530048033,0.2764594882
single,37.10000000,Q2,4.0,0.75,0.4592597378,0.1605550256,0.4865155938
single,37.10000000,Q3,6.0,-0.75,0.4600218958,-0.0604260307,0.4639735443
single,37.10000000,Q4,8.0,0.0,0.5892780778,-0.2116031961,0.6261186514
single,37.10000000,Q5,10.0,1.0,0.724604689,0.2567211071,0.76873772
single,37.10000000,Q6,12.0,-1.0,0.7282167065,-0.05627107925,0.7303875725
single,37.15000000,Q1,2.0,0.0,-0.2296701112,-0.1453645494,0.2718073071
single,37.15000000,Q2,4.0,0.75,0.4525501336,0.1535719522,0.477897445
single,37.15000000,Q3,6.0,-0.75,0.4645124169,-0.04525741606,0.4667119231
single,37.15000000,Q4,8.0,0.0,0.5887640085,-0.2292751716,0.6318308017
single,37.15000000,Q5,10.0,1.0,0.7178077641,0.2596726706,0.7633334016
single,37.15000000,Q6,12.0,-1.0,0.7308180364,-0.0503074774,0.7325475033
single,37.20000000,Q1,2.0,0.0,-0.2289651161,-0.1373802561,0.2670175259
single,37.20000000,Q2,4.0,0.75,0.4468519477,0.1460870735,0.4701256175
single,37.20000000,Q3,6.0,-0.75,0.4698610988,-0.03063862941,0.4708589787
single,37.20000000,Q4,8.0,0.0,0.5892443558,-0.2451851759,0.6382199318
single,37.20000000,Q5,10.0,1.0,0.7115555576,0.2616753722,0.7581459701
single,37.20000000,Q6,12.0,-1.0,0.7337421117,-0.04441841975,0.7350853573
single,37.25000000,Q1,2.0,0.0,-0.2281431849,-0.1289659066,0.2620715892
single,37.25000000,Q2,4.0,0.75,0.4420054999,0.1378834976,0.4630126574
single,37.25000000,Q3,6.0,-0.75,0.4759411373,-0.01610689733,0.4762136057
single,37.25000000,Q4,8.0,0.0,0.5904614448,-0.2601327452,0.6452238084
single,37.25000000,Q5,10.0,1.0,0.7058083641,0.2627719299,0.7531364644
single,37.25000000,Q6,12.0,-1.0,0.7369924567,-0.03846916509,0.737995771
single,37.30000000,Q1,2.0,0.0,-0.2272043175,-0.120121501,0.2570038461
single,37.30000000,Q2,4.0,0.75,0.4380107902,0.1289612246,0.4566009744
single,37.30000000,Q3,6.0,-0.75,0.4827525323,-0.001662219817,0.4827553939
single,37.30000000,Q4,8.0,0.0,0.5924152756,-0.2741178797,0.6527606535
single,37.30000000,Q5,10.0,1.0,0.7005661837,0.2629623435,0.7482928383
single,37.30000000,Q6,12.0,-1.0,0.7405690715,-0.03245971339,0.7412800973
single,37.35000000,Q1,2.0,0.0,-0.2261485141,-0.1108470392,0.2518535617
single,37.35000000,Q2,4.0,0.75,0.4348678187,0.1193202545,0.4509405092
single,37.35000000,Q3,6.0,-0.75,0.4902952838,0.01269540312,0.4904596198
single,37.35000000,Q4,8.0,0.0,0.5951058481,-0.2871405792,0.6607576581
single,37.35000000,Q5,10.0,1.0,0.6958290162,0.2622466131,0.7436069566
single,37.35000000,Q6,12.0,-1.0,0.7444719561,-0.02639006467,0.7449395472
single,37.40000000,Q1,2.0,0.0,-0.2249757744,-0.1011425214,0.2466655807
single,37.40000000,Q2,4.0,0.75,0.4325765852,0.1089605873,0.4460884572
single,37.40000000,Q3,6.0,-0.75,0.498569392,0.02696597149,0.4992981096
single,37.40000000,Q4,8.0,0.0,0.5985331624,-0.2992008439,0.6691510229
single,37.40000000,Q5,10.0,1.0,0.6915968617,0.2606247387,0.7390747415
single,37.40000000,Q6,12.0,-1.0,0.7487011104,-0.02026021893,0.748975186
single,37.45000000,Q1,2.0,0.0,-0.2238189834,-0.09136072706,0.2417472229
single,37.45000000,Q2,4.0,0.75,0.4312776795,0.09874719387,0.4424380692
single,37.45000000,Q3,6.0,-0.75,0.5074588216,0.04014820935,0.5090445308
single,37.45000000,Q4,8.0,0.0,0.6022778446,-0.3102287399,0.6774809762
single,37.45000000,Q5,10.0,1.0,0.687459865,0.2585188253,0.7344610603
single,37.45000000,Q6,12.0,-1.0,0.75310845,-0.01438539549,0.7532458278
